customer_id,churn_probability,reason_1,reason_2,reason_3
C00202,0.3457516972531607,Few support queries (0) decreased churn risk,Low satisfaction score (2/10) increased churn risk,High engagement rate (9/10) decreased churn risk
C00203,0.17026492596626636,Many promotional offers used (5) decreased churn risk,High daily watch time (4.8 hours) decreased churn risk,Low satisfaction score (3/10) increased churn risk
C00204,0.4463372678162973,Few support queries (2) decreased churn risk,High engagement rate (8/10) decreased churn risk,Short subscription history (1 months) increased churn risk
C00205,0.007920555091099811,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00206,0.9390839225172476,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk,Short subscription history (3 months) increased churn risk
C00207,0.508817010892798,Low engagement rate (1/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Few promotional offers used (1) increased churn risk
C00208,0.1908921995958775,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk,Delayed payment history increased churn risk
C00209,0.6011958549094734,Low engagement rate (1/10) increased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00210,0.5694001683285376,Low engagement rate (3/10) increased churn risk,Many promotional offers used (4) decreased churn risk,Short subscription history (3 months) increased churn risk
C00211,0.4058076379908965,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk
C00212,0.6583699918694014,Low satisfaction score (2/10) increased churn risk,Low engagement rate (2/10) increased churn risk,Few support queries (1) decreased churn risk
C00213,0.0017309893284852683,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Many promotional offers used (5) decreased churn risk
C00214,0.5940737744465161,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (9) increased churn risk
C00215,0.2610804162135062,Low engagement rate (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Frequent support queries (8) increased churn risk
C00216,0.03034574477898224,Long subscription history (24 months) decreased churn risk,High engagement rate (8/10) decreased churn risk,High daily watch time (4.3 hours) decreased churn risk
C00217,0.6200558236780546,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (1 months) increased churn risk,Frequent support queries (7) increased churn risk
C00218,0.7989065089753037,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,Frequent support queries (8) increased churn risk
C00219,0.002095675245675609,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00220,0.010462206363555736,High satisfaction score (9/10) decreased churn risk,Few support queries (1) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00221,0.1954178689540134,High engagement rate (10/10) decreased churn risk,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk
C00222,0.6274452069651595,Low engagement rate (2/10) increased churn risk,High satisfaction score (8/10) decreased churn risk,Short subscription history (3 months) increased churn risk
C00223,0.966023133967716,Few promotional offers used (0) increased churn risk,Low satisfaction score (3/10) increased churn risk,High engagement rate (8/10) decreased churn risk
C00224,0.016137358412315093,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,Few support queries (1) decreased churn risk
C00225,0.0662686199705947,High engagement rate (9/10) decreased churn risk,Few support queries (2) decreased churn risk,Short subscription history (1 months) increased churn risk
C00226,0.009631409544308418,High satisfaction score (10/10) decreased churn risk,Long subscription history (24 months) decreased churn risk,High engagement rate (8/10) decreased churn risk
C00227,0.15416082590578856,High engagement rate (8/10) decreased churn risk,Support queries logged (3) decreased churn risk,On-Time payment history decreased churn risk
C00228,0.3025800308471186,Frequent support queries (10) increased churn risk,High daily watch time (4.8 hours) decreased churn risk,On-Time payment history decreased churn risk
C00229,0.8753280714654428,Frequent support queries (10) increased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00230,0.38043361835448114,High satisfaction score (7/10) decreased churn risk,High engagement rate (8/10) decreased churn risk,Delayed payment history increased churn risk
C00231,0.11894428695953789,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,High daily watch time (4.2 hours) decreased churn risk
C00232,0.12030087927096147,High satisfaction score (8/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Low engagement rate (4/10) increased churn risk
C00233,0.6458361349822551,Low satisfaction score (2/10) increased churn risk,Long subscription history (24 months) decreased churn risk,High daily watch time (4.4 hours) decreased churn risk
C00234,0.1583261551683495,High satisfaction score (10/10) decreased churn risk,Few promotional offers used (0) increased churn risk,Low daily watch time (0.7 hours) increased churn risk
C00235,0.8517931355973308,High satisfaction score (10/10) decreased churn risk,Low engagement rate (1/10) increased churn risk,Low daily watch time (0.6 hours) increased churn risk
C00236,0.9601982711525177,Low engagement rate (2/10) increased churn risk,Few promotional offers used (0) increased churn risk,High satisfaction score (7/10) decreased churn risk
C00237,0.9420510758706541,Low satisfaction score (2/10) increased churn risk,Many promotional offers used (5) decreased churn risk,Short subscription history (1 months) increased churn risk
C00238,0.06962040566209755,Few support queries (0) decreased churn risk,Short subscription history (3 months) increased churn risk,High daily watch time (4.1 hours) decreased churn risk
C00239,0.6641711738656815,Low satisfaction score (3/10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk,Short subscription history (1 months) increased churn risk
C00240,0.31448885819343964,High satisfaction score (9/10) decreased churn risk,Many promotional offers used (5) decreased churn risk,Frequent support queries (7) increased churn risk
C00241,0.9731439134924638,Low satisfaction score (1/10) increased churn risk,Frequent support queries (8) increased churn risk,Low daily watch time (0.9 hours) increased churn risk
C00242,0.06318250525723873,Few support queries (1) decreased churn risk,Many promotional offers used (4) decreased churn risk,Delayed payment history increased churn risk
C00243,0.9285107449392177,Frequent support queries (10) increased churn risk,High engagement rate (9/10) decreased churn risk,Few promotional offers used (0) increased churn risk
C00244,0.12285611965164682,Few support queries (0) decreased churn risk,Low daily watch time (1.1 hours) increased churn risk,Many promotional offers used (4) decreased churn risk
C00245,0.34142962283682665,High satisfaction score (10/10) decreased churn risk,Frequent support queries (10) increased churn risk,High daily watch time (4.6 hours) decreased churn risk
C00246,0.1353132405695763,High satisfaction score (10/10) decreased churn risk,Low engagement rate (2/10) increased churn risk,Many promotional offers used (4) decreased churn risk
C00247,0.17299428560289104,High engagement rate (10/10) decreased churn risk,Short subscription history (1 months) increased churn risk,Low daily watch time (1.3 hours) increased churn risk
C00248,0.0026713062516628984,High satisfaction score (10/10) decreased churn risk,Few support queries (0) decreased churn risk,Long subscription history (24 months) decreased churn risk
